,2016,2016,2017,2017,2018,2018,2019,2019,2020,2020,2021,2021
,Rank,Percentage,Rank,Percentage,Rank,Percentage,Rank,Percentage,Rank,Percentage,Rank,Percentage
Database,5,21.077844311377245,2,20.554099588169226,1,19.31899641577061,1,21.868583162217657,1,25.185832968954962,2,25.100215849522044
Networking,4,21.19760479041916,4,18.906776488206663,4,16.451612903225808,5,18.44626967830253,7,17.271534761696547,5,18.994757940178847
Testing & QA,11,12.49500998003992,10,14.114563833770125,11,11.00358422939068,11,12.491444216290212,9,14.954088325317008,6,17.144619179771816
Java,23,8.023952095808383,27,6.252339947585174,23,6.702508960573477,28,6.125941136208077,27,6.777437691298645,30,6.506321307431391
PHP,2,21.836327345309382,3,20.029951329090228,5,16.415770609318997,6,16.187542778918548,8,17.184083952776565,10,13.660191181005244
JavaScript,1,22.994011976047904,1,22.575814301759642,2,19.13978494623656,2,21.081451060917182,3,23.830345430695235,4,20.906567992599445
API,14,11.976047904191617,9,14.189442156495694,8,14.802867383512543,4,19.472963723477072,2,25.05465675557499,1,26.672833795868023
SQL,19,9.620758483033933,17,8.873081242980158,16,8.960573476702509,16,9.103353867214237,25,7.826847398338435,18,9.31236509404872
jQuery,7,18.20359281437126,8,16.697865967802322,10,12.114695340501793,10,12.73100616016427,10,13.511149978137299,14,10.576626580326858
WordPress,18,9.820359281437126,22,7.675028079371023,21,7.275985663082437,30,5.783709787816564,21,8.439003060778312,29,6.506321307431391
Research,32,4.870259481037924,26,6.851366529389742,17,7.992831541218639,19,8.692676249144421,17,9.182334936598163,13,10.576626580326858
CSS,6,20.67864271457086,6,18.45750655185324,7,15.089605734767025,8,15.229295003422314,6,18.277219064276345,9,14.554424915201974
HTML,3,21.437125748502993,5,18.719580681392735,6,15.734767025089605,7,15.639972621492129,5,18.670747704416264,7,15.0786308973173
Ajax,13,12.255489021956087,14,11.306626731561213,15,9.390681003584229,20,8.453114305270363,22,8.307826847398339,28,7.153869873573851
C,43,1.2774451097804391,44,1.1980531636091352,45,1.003584229390681,46,0.8213552361396305,46,0.4372540445999125,46,0.3083564600678384
Laravel,33,4.590818363273453,30,5.6533133657806065,20,7.347670250896058,17,8.966461327857632,13,11.368605159597726,20,8.942337341967315
iOS,28,6.107784431137724,32,5.353800074878323,32,4.731182795698925,36,4.1067761806981515,34,4.984696108439003,32,5.427073697193956
ASP.NET,12,12.375249500998004,16,9.92137776113815,24,6.702508960573477,21,7.871321013004791,30,6.4276344556187155,27,7.30804810360777
Git,36,3.992015968063872,28,5.95282665668289,30,5.519713261648746,23,7.802874743326489,18,9.182334936598163,16,10.206598828245452
Cloud,39,2.5948103792415167,39,2.470984649943841,39,3.046594982078853,39,3.5592060232717317,33,5.072146917358985,35,4.995374653098982
Agile,35,4.111776447105788,38,4.080868588543616,37,3.512544802867384,33,4.85968514715948,32,5.24704853519895,33,5.272895467160037
OOP,22,8.263473053892216,20,8.19917633845002,26,6.379928315412187,15,9.342915811088295,16,10.843900306077831,15,10.299105766265804
Angular,26,6.506986027944111,24,7.5252714339198805,22,6.810035842293908,25,7.631759069130732,24,8.132925229558372,22,7.770582793709528
Debugging,16,10.179640718562874,13,11.755896667914639,13,10.32258064516129,13,10.84873374401095,15,10.975076519457804,11,12.735121800801727
Photoshop,29,6.0279441117764465,29,5.840509172594534,29,5.627240143369176,29,5.989048596851472,37,4.591167468299082,41,3.176071538698736
Illustrator,34,4.271457085828343,37,4.155746911269188,33,4.157706093189964,34,4.517453798767967,39,3.6729339746392657,42,2.8368794326241136
Python,41,1.6766467065868262,41,1.8719580681392738,42,1.8637992831541221,41,2.840520191649555,42,2.623524267599475,38,3.4535923527597907
aws,44,0.8782435129740519,45,1.0482965181579933,43,1.5770609318996418,44,1.8138261464750172,41,2.885876694359423,40,3.2377428307123033
Marketing,27,6.307385229540918,19,8.236615499812803,12,11.00358422939068,12,12.183436002737851,14,11.10625273283778,17,10.114091890225101
Andriod,21,8.303393213572855,21,8.086858854361664,19,7.706093189964158,22,7.802874743326489,20,8.482728465238305,19,8.942337341967315
SEO,37,3.9121756487025947,35,4.567577686259828,27,6.308243727598567,26,7.255304585900069,23,8.176650634018365,21,8.048103607770583
MySQL,9,13.852295409181636,12,12.31748408835642,14,9.67741935483871,14,10.780287474332649,12,11.937035417577613,12,10.76164045636756
Oracle,25,6.706586826347305,34,4.979408461250468,35,3.7275985663082443,35,4.346338124572211,40,3.235679930039353,36,4.101140918902251
ERP,38,3.43313373253493,36,4.342942718083115,38,3.046594982078853,40,3.045859000684463,38,3.8041101880192394,39,3.4227567067530065
MVC,15,11.017964071856287,15,9.958816922500937,18,7.777777777777778,18,8.966461327857632,26,7.389593353738522,25,7.431390687634906
UI Design,8,16.526946107784433,7,16.997379258704605,3,18.315412186379927,3,20.02053388090349,4,20.769567118495846,3,23.99013259327783
Linux,31,4.870259481037924,31,5.54099588169225,34,3.942652329749104,37,4.004106776180698,35,4.766069086139046,37,4.070305272895467
BootStrap,17,9.980039920159681,18,8.461250467989517,25,6.487455197132616,24,7.734428473648186,19,8.963707914298208,26,7.369719395621338
React,45,0.47904191616766467,43,1.272931486334706,40,2.4731182795698925,38,3.969883641341547,28,6.558810668998688,24,7.523897625655257
Spring,40,1.7964071856287425,42,1.5350056158742045,44,1.5053763440860215,42,1.9849418206707734,43,2.1425448185395717,43,2.559358618563059
Documentation,10,12.77445109780439,11,12.65443654062149,9,12.114695340501793,9,12.867898699520877,11,13.20507214691736,8,14.986123959296949
CCTV,42,1.5968063872255487,40,1.9842755522276303,41,2.2222222222222223,43,1.8822724161533195,44,2.09881941407958,44,2.0351526364477337
C#,24,7.864271457085828,25,7.225758143017597,31,5.519713261648746,32,5.065023956194388,36,4.634892872759073,34,5.211224175146469
NodeJS,46,0.27944111776447106,46,0.3743916136278547,46,0.6451612903225806,45,1.163586584531143,45,0.6558810668998688,45,0.7400555041628123
SQL Server,20,9.341317365269461,23,7.637588918008237,28,5.770609318996415,31,5.68104038329911,31,6.2527328377787486,31,6.01295097132285
Design Pattern,30,4.990019960079841,33,5.278921752152751,36,3.655913978494624,27,6.4339493497604385,29,6.558810668998688,23,7.6164045636756095
